task,Class_Names,#cPkgClasses,classScope,cIsAbstract,cNestingLevel,#cImports,#cNativeImports,cNativeImportsList,#cInherits,#cImplements
LoopsWrongRanges,.LoopsWrongRanges,2.0,public,0.0,0.0,2.0,2.0,"java.util.ArrayList,java.util.List",0.0,0.0
LoopsWrongRanges,.LoopsWrongRanges.LoopTest,2.0,private,0.0,1.0,2.0,2.0,"java.util.ArrayList,java.util.List",0.0,0.0
LowerAscii,.LowerAscii,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
Ls,.Ls,1.0,public,0.0,0.0,4.0,4.0,"java.io.File,java.util.ArrayList,java.util.Formatter,java.util.List",0.0,0.0
LuckyNumbers,.LuckyNumbers,1.0,public,0.0,0.0,3.0,3.0,"java.util.ArrayList,java.util.Collections,java.util.List",0.0,0.0
Ludic,.Ludic,1.0,public,0.0,0.0,2.0,2.0,"java.util.ArrayList,java.util.List",0.0,0.0
Luhn,.Luhn,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
Lychrel,.Lychrel,2.0,public,0.0,0.0,2.0,2.0,"java.math.BigInteger,java.util.*",0.0,0.0
Lychrel,.Lychrel.Tuple,2.0,default,0.0,1.0,2.0,2.0,"java.math.BigInteger,java.util.*",0.0,0.0
LynchBell,.LynchBell,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
LZW,.LZW,1.0,public,0.0,0.0,1.0,1.0,java.util.*,0.0,0.0
MacVendorLookup,.MacVendorLookup,1.0,public,0.0,0.0,7.0,7.0,"java.io.IOException,java.net.URI,java.net.http.HttpClient,java.net.http.HttpRequest,java.net.http.HttpResponse,java.util.List,java.util.concurrent.TimeUnit",0.0,0.0
MagicConstant,.MagicConstant,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
MagicSquare,.MagicSquare,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
MagicSquareDoublyEven,.MagicSquareDoublyEven,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
MagicSquareSinglyEven,.MagicSquareSinglyEven,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
MagnanimousNumbers,.MagnanimousNumbers,1.0,public,0.0,0.0,2.0,2.0,"java.util.ArrayList,java.util.List",0.0,0.0
Main,.Main,1.0,public,0.0,0.0,6.0,6.0,"java.util.ArrayList,java.util.HashSet,java.util.List,java.util.Set,java.util.stream.Collectors,java.util.stream.IntStream",0.0,0.0
MainApp,.MainApp,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
MainEntry,.MainEntry,1.0,public,0.0,0.0,2.0,2.0,"java.io.IOException,java.io.InputStream",0.0,0.0
MainStepGOST28147_89,.MainStepGOST28147_89,2.0,public,0.0,0.0,7.0,7.0,"java.nio.charset.Charset,java.nio.charset.StandardCharsets,java.util.ArrayList,java.util.List,java.util.function.IntUnaryOperator,java.util.stream.Collectors,java.util.stream.IntStream",0.0,0.0
MainStepGOST28147_89,.GOST28147_89,2.0,default,0.0,0.0,7.0,7.0,"java.nio.charset.Charset,java.nio.charset.StandardCharsets,java.util.ArrayList,java.util.List,java.util.function.IntUnaryOperator,java.util.stream.Collectors,java.util.stream.IntStream",0.0,0.0
ManOrBoy,.ManOrBoy,1.0,public,0.0,0.0,1.0,1.0,java.util.function.DoubleSupplier,0.0,0.0
Markov,.Markov,1.0,public,0.0,0.0,8.0,8.0,"java.io.IOException,java.nio.charset.StandardCharsets,java.nio.file.Files,java.nio.file.Paths,java.util.ArrayList,java.util.List,java.util.regex.Matcher,java.util.regex.Pattern",0.0,0.0
MatrixChainMultiplication,.MatrixChainMultiplication,1.0,public,0.0,0.0,1.0,1.0,java.util.Arrays,0.0,0.0
MaxPathSum,.MaxPathSum,1.0,public,0.0,0.0,2.0,2.0,"java.nio.file.*,java.util.Arrays.stream",0.0,0.0
MayanCalendar,.MayanCalendar,1.0,public,0.0,0.0,3.0,3.0,"java.time.LocalDate,java.time.temporal.ChronoUnit,java.util.List",0.0,0.0
MayanNumerals,.MayanNumerals,1.0,public,0.0,0.0,1.0,1.0,java.math.BigInteger,0.0,0.0
MazeGenerator,org.rosettacode.MazeGenerator,1.0,public,0.0,0.0,2.0,2.0,"java.util.Collections,java.util.Arrays",0.0,0.0
MC,.MC,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
McNuggets,.McNuggets,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
MD4Task,.MD4Task,2.0,public,0.0,0.0,2.0,2.0,"java.util.Arrays,java.util.List",0.0,0.0
MD4Task,.MD4,2.0,default,0.0,0.0,2.0,2.0,"java.util.Arrays,java.util.List",0.0,0.0
MD5,.MD5,1.0,default,0.0,0.0,0.0,0.0,,0.0,0.0
MeanTimeOfDay,.MeanTimeOfDay,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
MemoryLayoutOfDataStructure,.MemoryLayoutOfDataStructure,2.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
MemoryLayoutOfDataStructure,.RS232Pins9,2.0,default,0.0,0.0,0.0,0.0,,0.0,0.0
Mersenne,.Mersenne,1.0,public,0.0,0.0,1.0,1.0,java.math.BigInteger,0.0,0.0
MersenneFactorCheck,.MersenneFactorCheck,1.0,default,0.0,0.0,1.0,1.0,java.math.BigInteger,0.0,0.0
MertensFunction,.MertensFunction,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
MetallicRatios,.MetallicRatios,1.0,public,0.0,0.0,5.0,5.0,"java.math.BigDecimal,java.math.BigInteger,java.math.MathContext,java.util.ArrayList,java.util.List",0.0,0.0
MianChowlaSequence,.MianChowlaSequence,1.0,public,0.0,0.0,1.0,1.0,java.util.Arrays,0.0,0.0
MiddleSquareTask,.MiddleSquareTask,2.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
MiddleSquareTask,.MiddleSquare,2.0,default,0.0,0.0,0.0,0.0,,0.0,0.0
MiddleThreeDigits,.MiddleThreeDigits,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
MindBogglingCardTrick,.MindBogglingCardTrick,1.0,public,0.0,0.0,6.0,6.0,"java.util.ArrayList,java.util.Collections,java.util.List,java.util.concurrent.ThreadLocalRandom,java.util.stream.Collectors,java.util.stream.IntStream",0.0,0.0
MinimalStepsDownToOne,.MinimalStepsDownToOne,6.0,public,0.0,0.0,4.0,4.0,"java.util.ArrayList,java.util.HashMap,java.util.List,java.util.Map",0.0,0.0
MinimalStepsDownToOne,.MinimalStepsDownToOne.Function,6.0,public,1.0,1.0,4.0,4.0,"java.util.ArrayList,java.util.HashMap,java.util.List,java.util.Map",0.0,0.0
MinimalStepsDownToOne,.MinimalStepsDownToOne.Divide2Function,6.0,public,0.0,1.0,4.0,4.0,"java.util.ArrayList,java.util.HashMap,java.util.List,java.util.Map",1.0,0.0
MinimalStepsDownToOne,.MinimalStepsDownToOne.Divide3Function,6.0,public,0.0,1.0,4.0,4.0,"java.util.ArrayList,java.util.HashMap,java.util.List,java.util.Map",1.0,0.0
MinimalStepsDownToOne,.MinimalStepsDownToOne.Subtract1Function,6.0,public,0.0,1.0,4.0,4.0,"java.util.ArrayList,java.util.HashMap,java.util.List,java.util.Map",1.0,0.0
MinimalStepsDownToOne,.MinimalStepsDownToOne.Subtract2Function,6.0,public,0.0,1.0,4.0,4.0,"java.util.ArrayList,java.util.HashMap,java.util.List,java.util.Map",1.0,0.0
MinimumMultipleDigitSum,.MinimumMultipleDigitSum,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
MinimumNumberOnlyZeroAndOne,.MinimumNumberOnlyZeroAndOne,1.0,public,0.0,0.0,3.0,3.0,"java.math.BigInteger,java.util.ArrayList,java.util.List",0.0,0.0
MinkowskiQuestionMarkFunction,.MinkowskiQuestionMarkFunction,1.0,public,0.0,0.0,2.0,2.0,"java.util.ArrayList,java.util.List",0.0,0.0
Mode,.Mode,1.0,public,0.0,0.0,1.0,1.0,java.util.*,0.0,0.0
ModifiedRandomDistribution222,.ModifiedRandomDistribution222,1.0,public,0.0,0.0,4.0,4.0,"java.util.List,java.util.concurrent.ThreadLocalRandom,java.util.stream.Collectors,java.util.stream.Stream",0.0,0.0
ModularArithmetic,.ModularArithmetic,2.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
ModularArithmetic,.ModularArithmetic.ModInt,2.0,private,0.0,1.0,0.0,0.0,,0.0,1.0
ModularInverse,.ModularInverse,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
MonadList,.MonadList,2.0,public,0.0,0.0,3.0,3.0,"java.util.ArrayList,java.util.List,java.util.function.Function",0.0,0.0
MonadList,.Monad,2.0,default,0.0,0.0,3.0,3.0,"java.util.ArrayList,java.util.List,java.util.function.Function",0.0,0.0
MonadMaybe,.MonadMaybe,1.0,public,0.0,0.0,1.0,1.0,java.util.Optional,0.0,0.0
MonadWriter,.MonadWriter,2.0,public,0.0,0.0,1.0,1.0,java.util.function.Function,0.0,0.0
MonadWriter,.Monad,2.0,default,0.0,0.0,1.0,1.0,java.util.function.Function,0.0,0.0
Monty,.Monty,1.0,public,0.0,0.0,1.0,1.0,java.util.Random,0.0,0.0
MorseCode,.MorseCode,1.0,public,0.0,0.0,1.0,1.0,java.util.*,0.0,0.0
MotzkinNumbers,.MotzkinNumbers,1.0,public,0.0,0.0,5.0,5.0,"java.math.BigInteger,java.text.NumberFormat,java.util.ArrayList,java.util.List,java.util.Locale",0.0,0.0
MovingAverage,.MovingAverage,1.0,public,0.0,0.0,2.0,2.0,"java.util.LinkedList,java.util.Queue",0.0,0.0
MTF,.MTF,1.0,public,0.0,0.0,2.0,2.0,"java.util.LinkedList,java.util.List",0.0,0.0
MultibasePrimes,.MultibasePrimes,2.0,public,0.0,0.0,4.0,4.0,"java.util.ArrayList,java.util.Arrays,java.util.Collections,java.util.List",0.0,0.0
MultibasePrimes,.MultibasePrimes.Tuple,2.0,private,0.0,1.0,4.0,4.0,"java.util.ArrayList,java.util.Arrays,java.util.Collections,java.util.List",0.0,0.0
MultiDimensionalArray,.MultiDimensionalArray,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
MultiFact,.MultiFact,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
MultipleRegression,.MultipleRegression,2.0,public,0.0,0.0,2.0,2.0,"java.util.Arrays,java.util.Objects",0.0,0.0
MultipleRegression,.MultipleRegression.Matrix,2.0,public,0.0,1.0,2.0,2.0,"java.util.Arrays,java.util.Objects",0.0,0.0
MultiplicationTable,.MultiplicationTable,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
MultiplicativeDigitalRoot,.MultiplicativeDigitalRoot,1.0,public,0.0,0.0,1.0,1.0,java.util.*,0.0,0.0
MultiplicativeOrder,.MultiplicativeOrder,2.0,public,0.0,0.0,3.0,3.0,"java.math.BigInteger,java.util.ArrayList,java.util.List",0.0,0.0
MultiplicativeOrder,.MultiplicativeOrder.PExp,2.0,private,0.0,1.0,3.0,3.0,"java.math.BigInteger,java.util.ArrayList,java.util.List",0.0,0.0
MultiSplit,.MultiSplit,1.0,public,0.0,0.0,1.0,1.0,java.util.*,0.0,0.0
Munchhausen,.Munchhausen,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
MutualRecursion,.MutualRecursion,1.0,public,0.0,0.0,2.0,2.0,"java.util.HashMap,java.util.Map",0.0,0.0
NameGame,.NameGame,1.0,public,0.0,0.0,1.0,1.0,java.util.stream.Stream,0.0,0.0
NamingConventions,.NamingConventions,2.0,public,0.0,0.0,2.0,2.0,"java.util.ArrayList,java.util.List",0.0,0.0
NamingConventions,.SolarSystem,2.0,default,0.0,0.0,2.0,2.0,"java.util.ArrayList,java.util.List",0.0,0.0
Narc,.Narc,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
NarcissisticNumbers,.NarcissisticNumbers,1.0,public,0.0,0.0,1.0,1.0,java.util.stream.IntStream,0.0,0.0
NaturalSorting,.NaturalSorting,1.0,public,0.0,0.0,5.0,5.0,"java.util.Arrays,java.util.Comparator,java.util.List,java.util.regex.Matcher,java.util.regex.Pattern",0.0,0.0
NauticalBell,.NauticalBell,1.0,public,0.0,0.0,3.0,3.0,"java.text.DateFormat,java.text.SimpleDateFormat,java.util.TimeZone",1.0,0.0
NegativeBaseNumbers,.NegativeBaseNumbers,1.0,public,0.0,0.0,3.0,3.0,"java.util.List,java.util.Map,java.util.Objects",0.0,0.0
NestedFunctionsDemo,.NestedFunctionsDemo,1.0,public,0.0,0.0,2.0,2.0,"java.util.concurrent.atomic.AtomicInteger,java.util.function.Function",0.0,0.0
NestedLoopTest,.NestedLoopTest,1.0,public,0.0,0.0,1.0,1.0,java.util.Random,0.0,0.0
NestedTemplateData,.NestedTemplateData,1.0,public,0.0,0.0,4.0,4.0,"java.util.List,java.util.Set,java.util.TreeSet,java.util.stream.IntStream",0.0,0.0
NewClass,.NewClass,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
NextHighestIntFromDigits,.NextHighestIntFromDigits,1.0,public,0.0,0.0,7.0,7.0,"java.math.BigInteger,java.text.NumberFormat,java.util.ArrayList,java.util.Collections,java.util.HashMap,java.util.List,java.util.Map",0.0,0.0
NivenNumberGaps,.NivenNumberGaps,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
NoConnection,.NoConnection,1.0,public,0.0,0.0,4.0,4.0,"java.lang.Math.abs,java.util.*,java.util.stream.Collectors.toList,java.util.stream.IntStream.range",0.0,0.0
NoFinalize,.NoFinalize,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
NonContinuousSubsequences,.NonContinuousSubsequences,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
Nonoblock,.Nonoblock,1.0,public,0.0,0.0,3.0,3.0,"java.util.*,java.util.Arrays.stream,java.util.stream.Collectors.toList",0.0,0.0
NonogramSolver,.NonogramSolver,1.0,public,0.0,0.0,3.0,3.0,"java.util.*,java.util.Arrays.*,java.util.stream.Collectors.toList",0.0,0.0
NQueens,.NQueens,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
NSmoothNumbers,.NSmoothNumbers,1.0,public,0.0,0.0,3.0,3.0,"java.math.BigInteger,java.util.ArrayList,java.util.List",0.0,0.0
Nth,.Nth,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
NumberClassifications,.NumberClassifications,1.0,public,0.0,0.0,1.0,1.0,java.util.stream.LongStream,0.0,0.0
NumbersCubeRootProductProperDivisors,.NumbersCubeRootProductProperDivisors,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
NumbersNotSumDistinctSquares,.NumbersNotSumDistinctSquares,1.0,public,0.0,0.0,3.0,3.0,"java.util.ArrayList,java.util.Collections,java.util.List",0.0,0.0
Numbrix,.Numbrix,1.0,public,0.0,0.0,1.0,1.0,java.util.*,0.0,0.0
NumericalIntegration,.NumericalIntegration,1.0,default,0.0,0.0,0.0,0.0,,0.0,0.0
OIDListSorting,com.rosettacode.OIDListSorting,1.0,public,0.0,0.0,2.0,2.0,"java.util.Comparator,java.util.stream.Stream",0.0,0.0
OldLadySwallowedAFly,.OldLadySwallowedAFly,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
OldRussianMeasures,.OldRussianMeasures,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
OneOfNLines,.OneOfNLines,1.0,public,0.0,0.0,2.0,2.0,"java.util.Arrays,java.util.Random",0.0,0.0
OptionalParams,.OptionalParams,1.0,public,0.0,0.0,1.0,1.0,java.util.*,0.0,0.0
OrderedPartitions,.OrderedPartitions,1.0,public,0.0,0.0,5.0,5.0,"java.util.ArrayList,java.util.Arrays,java.util.List,java.util.stream.Collectors,java.util.stream.IntStream",0.0,0.0
OrderedWords,.OrderedWords,1.0,public,0.0,0.0,4.0,4.0,"java.io.IOException,java.nio.file.Files,java.nio.file.Path,java.util.List",0.0,0.0
OrmistonTriples,.OrmistonTriples,2.0,public,0.0,0.0,4.0,4.0,"java.util.ArrayList,java.util.Arrays,java.util.Collections,java.util.List",0.0,0.0
OrmistonTriples,.SegmentedPrimeIterator,2.0,default,0.0,0.0,4.0,4.0,"java.util.ArrayList,java.util.Arrays,java.util.Collections,java.util.List",0.0,0.0
OwnDigitsPowerSum,.OwnDigitsPowerSum,1.0,public,0.0,0.0,3.0,3.0,"java.util.List,java.util.stream.Collectors,java.util.stream.IntStream",0.0,0.0
Padovan,.Padovan,1.0,public,0.0,0.0,2.0,2.0,"java.util.ArrayList,java.util.List",0.0,0.0
PadovanNStep,.PadovanNStep,1.0,public,0.0,0.0,2.0,2.0,"java.util.ArrayList,java.util.List",0.0,0.0
Pali23,.Pali23,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
PalindromeDates,.PalindromeDates,1.0,public,0.0,0.0,2.0,2.0,"java.time.LocalDate,java.time.format.DateTimeFormatter",0.0,0.0
PalindromicGapfulNumbers,.PalindromicGapfulNumbers,1.0,public,0.0,0.0,4.0,4.0,"java.util.ArrayList,java.util.HashMap,java.util.List,java.util.Map",0.0,0.0
PancakeNumbers,.PancakeNumbers,1.0,public,0.0,0.0,10.0,10.0,"java.util.ArrayDeque,java.util.ArrayList,java.util.Collections,java.util.Comparator,java.util.HashMap,java.util.List,java.util.Map,java.util.Queue,java.util.stream.Collectors,java.util.stream.IntStream",0.0,0.0
PancakeNumbersApproximation,.PancakeNumbersApproximation,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
PancakeSort,.PancakeSort,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
Pangram,.Pangram,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
ParseIPAddress,.ParseIPAddress,1.0,public,0.0,0.0,2.0,2.0,"java.util.regex.Matcher,java.util.regex.Pattern",0.0,0.0
PartialApplication,.PartialApplication,1.0,public,0.0,0.0,1.0,1.0,java.util.Arrays,0.0,0.0
PartitionFunction,.PartitionFunction,1.0,public,0.0,0.0,1.0,1.0,java.math.BigInteger,0.0,0.0
PartitionInteger,.PartitionInteger,1.0,public,0.0,0.0,2.0,2.0,"java.util.Arrays,java.util.stream.IntStream",0.0,0.0
Pas,.Pas,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
PascalMatrix,.PascalMatrix,1.0,public,0.0,0.0,6.0,6.0,"java.lang.System.out,java.util.List,java.util.function.Function,java.util.stream.*,java.util.stream.Collectors.toList,java.util.stream.IntStream.range",0.0,0.0
PascalsTrianglePuzzle,.PascalsTrianglePuzzle,2.0,public,0.0,0.0,3.0,3.0,"java.util.ArrayList,java.util.Arrays,java.util.List",0.0,0.0
PascalsTrianglePuzzle,.PascalsTrianglePuzzle.Matrix,2.0,private,0.0,1.0,3.0,3.0,"java.util.ArrayList,java.util.Arrays,java.util.List",0.0,0.0
PasswordGenerator,.PasswordGenerator,1.0,public,0.0,0.0,1.0,1.0,java.util.*,0.0,0.0
PatienceSort,.PatienceSort,2.0,public,0.0,0.0,1.0,1.0,java.util.*,0.0,0.0
PatienceSort,.PatienceSort.Pile,2.0,private,0.0,1.0,1.0,1.0,java.util.*,1.0,1.0
PCG32,.PCG32,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
Peaceful,.Peaceful,2.0,public,0.0,0.0,3.0,3.0,"java.util.ArrayList,java.util.Arrays,java.util.List",0.0,0.0
Peaceful,.Peaceful.Position,2.0,public,0.0,1.0,3.0,3.0,"java.util.ArrayList,java.util.Arrays,java.util.List",0.0,0.0
PeanoCurve,.PeanoCurve,1.0,public,0.0,0.0,1.0,1.0,java.io.*,0.0,0.0
PellNumbers,.PellNumbers,2.0,public,0.0,0.0,5.0,5.0,"java.math.BigDecimal,java.math.BigInteger,java.math.MathContext,java.util.ArrayList,java.util.List",0.0,0.0
PellNumbers,.PellNumbers.PellIterator,2.0,private,0.0,1.0,5.0,5.0,"java.math.BigDecimal,java.math.BigInteger,java.math.MathContext,java.util.ArrayList,java.util.List",0.0,0.0
PellsEquation,.PellsEquation,1.0,public,0.0,0.0,4.0,4.0,"java.math.BigInteger,java.text.NumberFormat,java.util.ArrayList,java.util.List",0.0,0.0
PentominoTiling,pentominotiling.PentominoTiling,1.0,public,0.0,0.0,1.0,1.0,java.util.*,0.0,0.0
PercolationBond,.PercolationBond,1.0,public,0.0,0.0,2.0,2.0,"java.util.Arrays,java.util.concurrent.ThreadLocalRandom",0.0,0.0
PercolationMeanCluster,.PercolationMeanCluster,2.0,public,0.0,0.0,2.0,2.0,"java.util.List,java.util.concurrent.ThreadLocalRandom",0.0,0.0
PercolationMeanCluster,.Grid,2.0,default,0.0,0.0,2.0,2.0,"java.util.List,java.util.concurrent.ThreadLocalRandom",0.0,0.0
PercolationMeanRun,.PercolationMeanRun,1.0,public,0.0,0.0,1.0,1.0,java.util.concurrent.ThreadLocalRandom,0.0,0.0
PercolationSite,.PercolationSite,2.0,public,0.0,0.0,1.0,1.0,java.util.concurrent.ThreadLocalRandom,0.0,0.0
PercolationSite,.Grid,2.0,default,0.0,0.0,1.0,1.0,java.util.concurrent.ThreadLocalRandom,0.0,0.0
PerfectShuffle,.PerfectShuffle,1.0,public,0.0,0.0,2.0,2.0,"java.util.Arrays,java.util.stream.IntStream",0.0,0.0
PerfectTotientNumbers,.PerfectTotientNumbers,1.0,public,0.0,0.0,2.0,2.0,"java.util.ArrayList,java.util.List",0.0,0.0
PeriodicTable,.PeriodicTable,1.0,public,0.0,0.0,1.0,1.0,java.util.List,0.0,0.0
PermutationGenerator,.PermutationGenerator,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
PermutationSort,.PermutationSort,1.0,public,0.0,0.0,3.0,3.0,"java.util.List,java.util.ArrayList,java.util.Arrays",0.0,0.0
PermutationTest,.PermutationTest,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
Pernicious,.Pernicious,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
PhraseRev,.PhraseRev,1.0,public,0.0,0.0,1.0,1.0,java.util.Arrays,0.0,0.0
PierpontPrimes,.PierpontPrimes,1.0,public,0.0,0.0,4.0,4.0,"java.math.BigInteger,java.text.NumberFormat,java.util.ArrayList,java.util.List",0.0,0.0
PisanoPeriod,.PisanoPeriod,1.0,public,0.0,0.0,6.0,6.0,"java.util.ArrayList,java.util.Collections,java.util.HashMap,java.util.List,java.util.Map,java.util.TreeMap",0.0,0.0
PokerHandAnalyzer,.PokerHandAnalyzer,3.0,public,0.0,0.0,3.0,3.0,"java.util.Arrays,java.util.Collections,java.util.HashSet",0.0,0.0
PokerHandAnalyzer,.PokerHandAnalyzer.Score,3.0,private,0.0,1.0,3.0,3.0,"java.util.Arrays,java.util.Collections,java.util.HashSet",0.0,0.0
PokerHandAnalyzer,.PokerHandAnalyzer.WildScore,3.0,private,0.0,1.0,3.0,3.0,"java.util.Arrays,java.util.Collections,java.util.HashSet",0.0,0.0
PolynomialLongDivision,.PolynomialLongDivision,7.0,public,0.0,0.0,5.0,5.0,"java.math.BigInteger,java.util.ArrayList,java.util.Collections,java.util.Comparator,java.util.List",0.0,0.0
PolynomialLongDivision,.PolynomialLongDivision.Polynomial,7.0,private,0.0,1.0,5.0,5.0,"java.math.BigInteger,java.util.ArrayList,java.util.Collections,java.util.Comparator,java.util.List",0.0,0.0
PolynomialLongDivision,.PolynomialLongDivision.TermSorter,7.0,private,0.0,1.0,5.0,5.0,"java.math.BigInteger,java.util.ArrayList,java.util.Collections,java.util.Comparator,java.util.List",0.0,1.0
PolynomialLongDivision,.PolynomialLongDivision.Term,7.0,private,0.0,1.0,5.0,5.0,"java.math.BigInteger,java.util.ArrayList,java.util.Collections,java.util.Comparator,java.util.List",0.0,0.0
PolynomialLongDivision,.PolynomialLongDivision.Number,7.0,private,1.0,1.0,5.0,5.0,"java.math.BigInteger,java.util.ArrayList,java.util.Collections,java.util.Comparator,java.util.List",0.0,0.0
PolynomialLongDivision,.PolynomialLongDivision.Fraction,7.0,public,0.0,1.0,5.0,5.0,"java.math.BigInteger,java.util.ArrayList,java.util.Collections,java.util.Comparator,java.util.List",1.0,0.0
PolynomialLongDivision,.PolynomialLongDivision.Integer,7.0,public,0.0,1.0,5.0,5.0,"java.math.BigInteger,java.util.ArrayList,java.util.Collections,java.util.Comparator,java.util.List",1.0,0.0
PolynomialRegression,.PolynomialRegression,1.0,public,0.0,0.0,3.0,3.0,"java.util.Arrays,java.util.function.IntToDoubleFunction,java.util.stream.IntStream",0.0,0.0
PopCount,.PopCount,1.0,public,0.0,0.0,1.0,1.0,java.math.BigInteger,0.0,0.0
PostfixToInfix,.PostfixToInfix,2.0,public,0.0,0.0,1.0,1.0,java.util.Stack,0.0,0.0
PostfixToInfix,.PostfixToInfix.Expression,2.0,default,0.0,1.0,1.0,1.0,java.util.Stack,0.0,0.0
PowerTree,.PowerTree,1.0,public,0.0,0.0,5.0,5.0,"java.math.BigDecimal,java.util.ArrayList,java.util.HashMap,java.util.List,java.util.Map",0.0,0.0
PowMod,.PowMod,1.0,public,0.0,0.0,1.0,1.0,java.math.BigInteger,0.0,0.0
PragmaticDirectives,.PragmaticDirectives,1.0,public,0.0,0.0,3.0,3.0,"java.util.ArrayList,java.util.Arrays,java.util.List",0.0,0.0
PreserveScreen,.PreserveScreen,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
PrimaltyByWilsonsTheorem,.PrimaltyByWilsonsTheorem,1.0,public,0.0,0.0,1.0,1.0,java.math.BigInteger,0.0,0.0
PrimeConspiracy,.PrimeConspiracy,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
PrimeGaps,.PrimeGaps,1.0,public,0.0,0.0,2.0,2.0,"java.util.HashMap,java.util.Map",0.0,0.0
PrimeGenerator,.PrimeGenerator,1.0,public,0.0,0.0,1.0,1.0,java.util.*,0.0,0.0
PrimeNumbersNeighboringPairsTetraprimes,.PrimeNumbersNeighboringPairsTetraprimes,1.0,public,0.0,0.0,3.0,3.0,"java.util.ArrayList,java.util.Collections,java.util.List",0.0,0.0
PrimeTriangle,.PrimeTriangle,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
PrimorialNumbers,.PrimorialNumbers,1.0,public,0.0,0.0,1.0,1.0,java.math.BigInteger,0.0,0.0
PrimorialPrimes,.PrimorialPrimes,1.0,public,0.0,0.0,1.0,1.0,java.math.BigInteger,0.0,0.0
Printing,.Printing,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
Prob,.Prob,2.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
Prob,.Prob.Expv,2.0,private,0.0,1.0,0.0,0.0,,0.0,0.0
Product,kronecker.Product,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
ProductFractals,kronecker.ProductFractals,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
Program,.Program,1.0,public,0.0,0.0,7.0,7.0,"java.math.BigInteger,java.time.Duration,java.util.ArrayList,java.util.Collections,java.util.HashSet,java.util.List,java.util.Set",0.0,0.0
Proper,.Proper,1.0,public,0.0,0.0,3.0,3.0,"java.util.Collections,java.util.LinkedList,java.util.List",0.0,0.0
PseudoRandomSplitmix64,.PseudoRandomSplitmix64,2.0,public,0.0,0.0,6.0,6.0,"java.math.BigDecimal,java.math.BigInteger,java.math.MathContext,java.util.ArrayList,java.util.Collections,java.util.List",0.0,0.0
PseudoRandomSplitmix64,.Splitmix64,2.0,default,0.0,0.0,6.0,6.0,"java.math.BigDecimal,java.math.BigInteger,java.math.MathContext,java.util.ArrayList,java.util.Collections,java.util.List",0.0,0.0
PValueCorrection,.PValueCorrection,1.0,public,0.0,0.0,2.0,2.0,"java.util.Arrays,java.util.Comparator",0.0,0.0
PythagoreanMeans,.PythagoreanMeans,1.0,public,0.0,0.0,2.0,2.0,"java.util.Arrays,java.util.List",0.0,0.0
