file_path,task,dropped,reason,final_filename,class_name
d:\Sync-New\greenLab\data\rosetta_code_grouped\Haversine-formula\Haversine.java,Haversine-formula,FALSE,OK,Haversine.java,Haversine
d:\Sync-New\greenLab\data\rosetta_code_grouped\Hello-world-Line-printer\LinePrinter.java,Hello-world-Line-printer,FALSE,OK,LinePrinter.java,LinePrinter
d:\Sync-New\greenLab\data\rosetta_code_grouped\Hello-world-Newbie\HelloWorld.java,Hello-world-Newbie,FALSE,OK,HelloWorld.java,HelloWorld
d:\Sync-New\greenLab\data\rosetta_code_grouped\Hello-world-Newline-omission\HelloWorld.java,Hello-world-Newline-omission,FALSE,OK,HelloWorld.java,HelloWorld
d:\Sync-New\greenLab\data\rosetta_code_grouped\Hello-world-Standard-error\Err.java,Hello-world-Standard-error,FALSE,OK,Err.java,Err
d:\Sync-New\greenLab\data\rosetta_code_grouped\Hello-world-Text\HelloWorld.java,Hello-world-Text,FALSE,OK,HelloWorld.java,HelloWorld
d:\Sync-New\greenLab\data\rosetta_code_grouped\Heronian-triangles\Heron.java,Heronian-triangles,FALSE,OK,Heron.java,Heron
d:\Sync-New\greenLab\data\rosetta_code_grouped\Hex-words\HexWords.java,Hex-words,FALSE,OK,HexWords.java,HexWords
d:\Sync-New\greenLab\data\rosetta_code_grouped\Hickerson-series-of-almost-integers\Hickerson.java,Hickerson-series-of-almost-integers,FALSE,OK,Hickerson.java,Hickerson
d:\Sync-New\greenLab\data\rosetta_code_grouped\Higher-order-functions\ListenerTest.java,Higher-order-functions,FALSE,OK,ListenerTest.java,ListenerTest
d:\Sync-New\greenLab\data\rosetta_code_grouped\Higher-order-functions\NewClass.java,Higher-order-functions,FALSE,OK,NewClass.java,NewClass
d:\Sync-New\greenLab\data\rosetta_code_grouped\Hilbert-curve\HilbertCurve.java,Hilbert-curve,FALSE,OK,HilbertCurve.java,HilbertCurve
d:\Sync-New\greenLab\data\rosetta_code_grouped\History-variables\TestIntegerWithHistory.java,History-variables,FALSE,OK,TestIntegerWithHistory.java,TestIntegerWithHistory
d:\Sync-New\greenLab\data\rosetta_code_grouped\Hofstadter-Figure-Figure-sequences\Hofstadter.java,Hofstadter-Figure-Figure-sequences,FALSE,OK,Hofstadter.java,Hofstadter
d:\Sync-New\greenLab\data\rosetta_code_grouped\Hofstadter-Q-sequence\HofQ.java,Hofstadter-Q-sequence,FALSE,OK,HofQ.java,HofQ
d:\Sync-New\greenLab\data\rosetta_code_grouped\Holidays-related-to-Easter\EasterRelatedHolidays.java,Holidays-related-to-Easter,FALSE,OK,EasterRelatedHolidays.java,EasterRelatedHolidays
d:\Sync-New\greenLab\data\rosetta_code_grouped\Home-primes\HomePrimes.java,Home-primes,FALSE,OK,HomePrimes.java,HomePrimes
d:\Sync-New\greenLab\data\rosetta_code_grouped\Horners-rule-for-polynomial-evaluation\Horner.java,Horners-rule-for-polynomial-evaluation,FALSE,OK,Horner.java,Horner
d:\Sync-New\greenLab\data\rosetta_code_grouped\Host-introspection\ShowByteOrder.java,Host-introspection,FALSE,OK,ShowByteOrder.java,ShowByteOrder
d:\Sync-New\greenLab\data\rosetta_code_grouped\HTTP\Main.java,HTTP,FALSE,OK,Main.java,Main
d:\Sync-New\greenLab\data\rosetta_code_grouped\HTTPS\Main.java,HTTPS,FALSE,OK,Main.java,Main
d:\Sync-New\greenLab\data\rosetta_code_grouped\HTTPS-Authenticated\HTTPSAuthenticated.java,HTTPS-Authenticated,FALSE,OK,HTTPSAuthenticated.java,HTTPSAuthenticated
d:\Sync-New\greenLab\data\rosetta_code_grouped\Huffman-coding\HuffmanTree.java,Huffman-coding,FALSE,OK,HuffmanTree.java,HuffmanTree
d:\Sync-New\greenLab\data\rosetta_code_grouped\Humble-numbers\HumbleNumbers.java,Humble-numbers,FALSE,OK,HumbleNumbers.java,HumbleNumbers
d:\Sync-New\greenLab\data\rosetta_code_grouped\IBAN\IBAN.java,IBAN,FALSE,OK,IBAN.java,IBAN
d:\Sync-New\greenLab\data\rosetta_code_grouped\Identity-matrix\PrintIdentityMatrix.java,Identity-matrix,FALSE,OK,PrintIdentityMatrix.java,PrintIdentityMatrix
d:\Sync-New\greenLab\data\rosetta_code_grouped\Idiomatically-determine-all-the-characters-that-can-be-used-for-symbols\Test.java,Idiomatically-determine-all-the-characters-that-can-be-used-for-symbols,FALSE,OK,Test.java,Test
d:\Sync-New\greenLab\data\rosetta_code_grouped\Idiomatically-determine-all-the-lowercase-and-uppercase-letters\Letters.java,Idiomatically-determine-all-the-lowercase-and-uppercase-letters,FALSE,OK,Letters.java,Letters
d:\Sync-New\greenLab\data\rosetta_code_grouped\Im-a-software-engineer-get-me-out-of-here\ImASoftwareEngineerGetMeOutOfHere.java,Im-a-software-engineer-get-me-out-of-here,FALSE,OK,ImASoftwareEngineerGetMeOutOfHere.java,ImASoftwareEngineerGetMeOutOfHere
d:\Sync-New\greenLab\data\rosetta_code_grouped\Imaginary-base-numbers\ImaginaryBaseNumber.java,Imaginary-base-numbers,FALSE,OK,ImaginaryBaseNumber.java,ImaginaryBaseNumber
d:\Sync-New\greenLab\data\rosetta_code_grouped\Include-a-file\Class1.java,Include-a-file,FALSE,OK,Class1.java,Class1
d:\Sync-New\greenLab\data\rosetta_code_grouped\Increasing-gaps-between-consecutive-Niven-numbers\NivenNumberGaps.java,Increasing-gaps-between-consecutive-Niven-numbers,FALSE,OK,NivenNumberGaps.java,NivenNumberGaps
d:\Sync-New\greenLab\data\rosetta_code_grouped\Index-finite-lists-of-positive-integers\Test3.java,Index-finite-lists-of-positive-integers,FALSE,OK,Test3.java,Test3
d:\Sync-New\greenLab\data\rosetta_code_grouped\Integer-overflow\IntegerOverflow.java,Integer-overflow,FALSE,OK,IntegerOverflow.java,IntegerOverflow
d:\Sync-New\greenLab\data\rosetta_code_grouped\Integer-sequence\Count.java,Integer-sequence,FALSE,OK,Count.java,Count
d:\Sync-New\greenLab\data\rosetta_code_grouped\Intersecting-number-wheels\WheelController.java,Intersecting-number-wheels,FALSE,OK,WheelController.java,WheelController
d:\Sync-New\greenLab\data\rosetta_code_grouped\Introspection\VersCheck.java,Introspection,FALSE,OK,VersCheck.java,VersCheck
d:\Sync-New\greenLab\data\rosetta_code_grouped\Isqrt-integer-square-root-of-X\Isqrt.java,Isqrt-integer-square-root-of-X,FALSE,OK,Isqrt.java,Isqrt
d:\Sync-New\greenLab\data\rosetta_code_grouped\Iterated-digits-squaring\IteratedDigitsSquaring.java,Iterated-digits-squaring,FALSE,OK,IteratedDigitsSquaring.java,IteratedDigitsSquaring
d:\Sync-New\greenLab\data\rosetta_code_grouped\Jacobi-symbol\JacobiSymbol.java,Jacobi-symbol,FALSE,OK,JacobiSymbol.java,JacobiSymbol
d:\Sync-New\greenLab\data\rosetta_code_grouped\Jacobsthal-numbers\JacobsthalNumbers.java,Jacobsthal-numbers,FALSE,OK,JacobsthalNumbers.java,JacobsthalNumbers
d:\Sync-New\greenLab\data\rosetta_code_grouped\Jaro-similarity\JaroDistance.java,Jaro-similarity,FALSE,OK,JaroDistance.java,JaroDistance
d:\Sync-New\greenLab\data\rosetta_code_grouped\Jensens-Device\Jensen.java,Jensens-Device,FALSE,OK,Jensen.java,Jensen
d:\Sync-New\greenLab\data\rosetta_code_grouped\Jensens-Device\Jensen2.java,Jensens-Device,FALSE,OK,Jensen2.java,Jensen2
d:\Sync-New\greenLab\data\rosetta_code_grouped\Jewels-and-stones\App.java,Jewels-and-stones,FALSE,OK,App.java,App
d:\Sync-New\greenLab\data\rosetta_code_grouped\JortSort\JortSort.java,JortSort,FALSE,OK,JortSort.java,JortSort
d:\Sync-New\greenLab\data\rosetta_code_grouped\Josephus-problem\Josephus.java,Josephus-problem,FALSE,OK,Josephus.java,Josephus
d:\Sync-New\greenLab\data\rosetta_code_grouped\JSON\JsonExample.java,JSON,FALSE,OK,JsonExample.java,JsonExample
d:\Sync-New\greenLab\data\rosetta_code_grouped\Juggler-sequence\JugglerSequence.java,Juggler-sequence,FALSE,OK,JugglerSequence.java,JugglerSequence
d:\Sync-New\greenLab\data\rosetta_code_grouped\Jump-anywhere\FizzBuzzThrower.java,Jump-anywhere,FALSE,OK,FizzBuzzThrower.java,FizzBuzzThrower
d:\Sync-New\greenLab\data\rosetta_code_grouped\K-d-tree\KdTreeTest.java,K-d-tree,FALSE,OK,KdTreeTest.java,KdTreeTest
d:\Sync-New\greenLab\data\rosetta_code_grouped\Kaprekar-numbers\Kaprekar.java,Kaprekar-numbers,FALSE,OK,Kaprekar.java,Kaprekar
d:\Sync-New\greenLab\data\rosetta_code_grouped\Knapsack-problem-0-1\ZeroOneKnapsackForTourists.java,Knapsack-problem-0-1,FALSE,OK,ZeroOneKnapsackForTourists.java,ZeroOneKnapsackForTourists
d:\Sync-New\greenLab\data\rosetta_code_grouped\Knapsack-problem-Bounded\BoundedKnapsackForTourists.java,Knapsack-problem-Bounded,FALSE,OK,BoundedKnapsackForTourists.java,BoundedKnapsackForTourists
d:\Sync-New\greenLab\data\rosetta_code_grouped\Knapsack-problem-Continuous\ContinousKnapsackForRobber.java,Knapsack-problem-Continuous,FALSE,OK,ContinousKnapsackForRobber.java,ContinousKnapsackForRobber
d:\Sync-New\greenLab\data\rosetta_code_grouped\Knapsack-problem-Unbounded\UnboundedKnapsack.java,Knapsack-problem-Unbounded,FALSE,OK,UnboundedKnapsack.java,UnboundedKnapsack
d:\Sync-New\greenLab\data\rosetta_code_grouped\Knights-tour\KnightsTour.java,Knights-tour,FALSE,OK,KnightsTour.java,KnightsTour
d:\Sync-New\greenLab\data\rosetta_code_grouped\Knights-tour\KT.java,Knights-tour,FALSE,OK,KT.java,KT
d:\Sync-New\greenLab\data\rosetta_code_grouped\Knuths-algorithm-S\AlgorithmS.java,Knuths-algorithm-S,FALSE,OK,AlgorithmS.java,AlgorithmS
d:\Sync-New\greenLab\data\rosetta_code_grouped\Knuths-power-tree\PowerTree.java,Knuths-power-tree,FALSE,OK,PowerTree.java,PowerTree
d:\Sync-New\greenLab\data\rosetta_code_grouped\Kolakoski-sequence\Kolakoski.java,Kolakoski-sequence,FALSE,OK,Kolakoski.java,Kolakoski
d:\Sync-New\greenLab\data\rosetta_code_grouped\Kosaraju\Kosaraju.java,Kosaraju,FALSE,OK,Kosaraju.java,Kosaraju
d:\Sync-New\greenLab\data\rosetta_code_grouped\Kronecker-product\Product.java,Kronecker-product,FALSE,OK,Product.java,Product
d:\Sync-New\greenLab\data\rosetta_code_grouped\Kronecker-product-based-fractals\ProductFractals.java,Kronecker-product-based-fractals,FALSE,OK,ProductFractals.java,ProductFractals
d:\Sync-New\greenLab\data\rosetta_code_grouped\Lah-numbers\LahNumbers.java,Lah-numbers,FALSE,OK,LahNumbers.java,LahNumbers
d:\Sync-New\greenLab\data\rosetta_code_grouped\Largest-int-from-concatenated-ints\IntConcat.java,Largest-int-from-concatenated-ints,FALSE,OK,IntConcat.java,IntConcat
d:\Sync-New\greenLab\data\rosetta_code_grouped\Largest-number-divisible-by-its-digits\LargestNumberDivisibleByItsDigits.java,Largest-number-divisible-by-its-digits,FALSE,OK,LargestNumberDivisibleByItsDigits.java,LargestNumberDivisibleByItsDigits
d:\Sync-New\greenLab\data\rosetta_code_grouped\Largest-number-divisible-by-its-digits\LynchBell.java,Largest-number-divisible-by-its-digits,FALSE,OK,LynchBell.java,LynchBell
d:\Sync-New\greenLab\data\rosetta_code_grouped\Largest-proper-divisor-of-n\LargestProperDivisor.java,Largest-proper-divisor-of-n,FALSE,OK,LargestProperDivisor.java,LargestProperDivisor
d:\Sync-New\greenLab\data\rosetta_code_grouped\Last-Friday-of-each-month\LastFridays.java,Last-Friday-of-each-month,FALSE,OK,LastFridays.java,LastFridays
d:\Sync-New\greenLab\data\rosetta_code_grouped\Last-letter-first-letter\LastLetterFirstLetter.java,Last-letter-first-letter,FALSE,OK,LastLetterFirstLetter.java,LastLetterFirstLetter
d:\Sync-New\greenLab\data\rosetta_code_grouped\Latin-Squares-in-reduced-form\LatinSquaresInReducedForm.java,Latin-Squares-in-reduced-form,FALSE,OK,LatinSquaresInReducedForm.java,LatinSquaresInReducedForm
d:\Sync-New\greenLab\data\rosetta_code_grouped\Leap-year\IsLeap.java,Leap-year,FALSE,OK,IsLeap.java,IsLeap
d:\Sync-New\greenLab\data\rosetta_code_grouped\Leap-year\Leapyear.java,Leap-year,FALSE,OK,Leapyear.java,Leapyear
d:\Sync-New\greenLab\data\rosetta_code_grouped\Left-factorials\LeftFac.java,Left-factorials,FALSE,OK,LeftFac.java,LeftFac
d:\Sync-New\greenLab\data\rosetta_code_grouped\Legendre-prime-counting-function\LegendrePrimeCounter.java,Legendre-prime-counting-function,FALSE,OK,LegendrePrimeCounter.java,LegendrePrimeCounter
d:\Sync-New\greenLab\data\rosetta_code_grouped\Leonardo-numbers\LeonardoNumbers.java,Leonardo-numbers,FALSE,OK,LeonardoNumbers.java,LeonardoNumbers
d:\Sync-New\greenLab\data\rosetta_code_grouped\Levenshtein-distance\Levenshtein.java,Levenshtein-distance,FALSE,OK,Levenshtein.java,Levenshtein
d:\Sync-New\greenLab\data\rosetta_code_grouped\Levenshtein-distance-Alignment\LevenshteinAlignment.java,Levenshtein-distance-Alignment,FALSE,OK,LevenshteinAlignment.java,LevenshteinAlignment
d:\Sync-New\greenLab\data\rosetta_code_grouped\Linear-congruential-generator\LinearCongruentialGenerator.java,Linear-congruential-generator,FALSE,OK,LinearCongruentialGenerator.java,LinearCongruentialGenerator
d:\Sync-New\greenLab\data\rosetta_code_grouped\List-comprehensions\PythagComp.java,List-comprehensions,FALSE,OK,PythagComp.java,PythagComp
d:\Sync-New\greenLab\data\rosetta_code_grouped\List-rooted-trees\ListRootedTrees.java,List-rooted-trees,FALSE,OK,ListRootedTrees.java,ListRootedTrees
d:\Sync-New\greenLab\data\rosetta_code_grouped\Literals-Integer\BinaryLiteral.java,Literals-Integer,FALSE,OK,BinaryLiteral.java,BinaryLiteral
d:\Sync-New\greenLab\data\rosetta_code_grouped\Literals-Integer\IntegerLiterals.java,Literals-Integer,FALSE,OK,IntegerLiterals.java,IntegerLiterals
d:\Sync-New\greenLab\data\rosetta_code_grouped\Logistic-curve-fitting-in-epidemiology\LogisticCurveFitting.java,Logistic-curve-fitting-in-epidemiology,FALSE,OK,LogisticCurveFitting.java,LogisticCurveFitting
d:\Sync-New\greenLab\data\rosetta_code_grouped\Long-literals-with-continuations\LongLiteralsWithContinuations.java,Long-literals-with-continuations,FALSE,OK,LongLiteralsWithContinuations.java,LongLiteralsWithContinuations
d:\Sync-New\greenLab\data\rosetta_code_grouped\Long-multiplication\LongMult.java,Long-multiplication,FALSE,OK,LongMult.java,LongMult
d:\Sync-New\greenLab\data\rosetta_code_grouped\Long-multiplication\LongMultBinary.java,Long-multiplication,FALSE,OK,LongMultBinary.java,LongMultBinary
d:\Sync-New\greenLab\data\rosetta_code_grouped\Long-primes\LongPrimes.java,Long-primes,FALSE,OK,LongPrimes.java,LongPrimes
d:\Sync-New\greenLab\data\rosetta_code_grouped\Long-year\LongYear.java,Long-year,FALSE,OK,LongYear.java,LongYear
d:\Sync-New\greenLab\data\rosetta_code_grouped\Longest-common-substring\LongestCommonSubstring.java,Longest-common-substring,FALSE,OK,LongestCommonSubstring.java,LongestCommonSubstring
d:\Sync-New\greenLab\data\rosetta_code_grouped\Longest-increasing-subsequence\LIS.java,Longest-increasing-subsequence,FALSE,OK,LIS.java,LIS
d:\Sync-New\greenLab\data\rosetta_code_grouped\Loops-Increment-loop-index-within-loop-body\LoopIncrementWithinBody.java,Loops-Increment-loop-index-within-loop-body,FALSE,OK,LoopIncrementWithinBody.java,LoopIncrementWithinBody
d:\Sync-New\greenLab\data\rosetta_code_grouped\Loops-Nested\NestedLoopTest.java,Loops-Nested,FALSE,OK,NestedLoopTest.java,NestedLoopTest
d:\Sync-New\greenLab\data\rosetta_code_grouped\Loops-With-multiple-ranges\LoopsWithMultipleRanges.java,Loops-With-multiple-ranges,FALSE,OK,LoopsWithMultipleRanges.java,LoopsWithMultipleRanges
d:\Sync-New\greenLab\data\rosetta_code_grouped\Loops-Wrong-ranges\LoopsWrongRanges.java,Loops-Wrong-ranges,FALSE,OK,LoopsWrongRanges.java,LoopsWrongRanges
d:\Sync-New\greenLab\data\rosetta_code_grouped\LU-decomposition\Test.java,LU-decomposition,FALSE,OK,Test.java,Test
d:\Sync-New\greenLab\data\rosetta_code_grouped\Lucas-Lehmer-test\Mersenne.java,Lucas-Lehmer-test,FALSE,OK,Mersenne.java,Mersenne
d:\Sync-New\greenLab\data\rosetta_code_grouped\Lucky-and-even-lucky-numbers\LuckyNumbers.java,Lucky-and-even-lucky-numbers,FALSE,OK,LuckyNumbers.java,LuckyNumbers
d:\Sync-New\greenLab\data\rosetta_code_grouped\Ludic-numbers\Ludic.java,Ludic-numbers,FALSE,OK,Ludic.java,Ludic
d:\Sync-New\greenLab\data\rosetta_code_grouped\Luhn-test-of-credit-card-numbers\Luhn.java,Luhn-test-of-credit-card-numbers,FALSE,OK,Luhn.java,Luhn
d:\Sync-New\greenLab\data\rosetta_code_grouped\Lychrel-numbers\Lychrel.java,Lychrel-numbers,FALSE,OK,Lychrel.java,Lychrel
d:\Sync-New\greenLab\data\rosetta_code_grouped\LZW-compression\LZW.java,LZW-compression,FALSE,OK,LZW.java,LZW
d:\Sync-New\greenLab\data\rosetta_code_grouped\MAC-vendor-lookup\MacVendorLookup.java,MAC-vendor-lookup,FALSE,OK,MacVendorLookup.java,MacVendorLookup
d:\Sync-New\greenLab\data\rosetta_code_grouped\Magic-constant\MagicConstant.java,Magic-constant,FALSE,OK,MagicConstant.java,MagicConstant
d:\Sync-New\greenLab\data\rosetta_code_grouped\Magic-squares-of-doubly-even-order\MagicSquareDoublyEven.java,Magic-squares-of-doubly-even-order,FALSE,OK,MagicSquareDoublyEven.java,MagicSquareDoublyEven
d:\Sync-New\greenLab\data\rosetta_code_grouped\Magic-squares-of-odd-order\MagicSquare.java,Magic-squares-of-odd-order,FALSE,OK,MagicSquare.java,MagicSquare
d:\Sync-New\greenLab\data\rosetta_code_grouped\Magic-squares-of-singly-even-order\MagicSquareSinglyEven.java,Magic-squares-of-singly-even-order,FALSE,OK,MagicSquareSinglyEven.java,MagicSquareSinglyEven
d:\Sync-New\greenLab\data\rosetta_code_grouped\Magnanimous-numbers\MagnanimousNumbers.java,Magnanimous-numbers,FALSE,OK,MagnanimousNumbers.java,MagnanimousNumbers
d:\Sync-New\greenLab\data\rosetta_code_grouped\Main-step-of-GOST-28147-89\MainStepGOST28147_89.java,Main-step-of-GOST-28147-89,FALSE,OK,MainStepGOST28147_89.java,MainStepGOST28147_89
d:\Sync-New\greenLab\data\rosetta_code_grouped\Make-directory-path\Test.java,Make-directory-path,FALSE,OK,Test.java,Test
d:\Sync-New\greenLab\data\rosetta_code_grouped\Man-or-boy-test\ManOrBoy.java,Man-or-boy-test,FALSE,OK,ManOrBoy.java,ManOrBoy
d:\Sync-New\greenLab\data\rosetta_code_grouped\Map-range\Range.java,Map-range,FALSE,OK,Range.java,Range
d:\Sync-New\greenLab\data\rosetta_code_grouped\Matrix-chain-multiplication\MatrixChainMultiplication.java,Matrix-chain-multiplication,FALSE,OK,MatrixChainMultiplication.java,MatrixChainMultiplication
d:\Sync-New\greenLab\data\rosetta_code_grouped\Matrix-transposition\Transpose.java,Matrix-transposition,FALSE,OK,Transpose.java,Transpose
d:\Sync-New\greenLab\data\rosetta_code_grouped\Maximum-triangle-path-sum\MaxPathSum.java,Maximum-triangle-path-sum,FALSE,OK,MaxPathSum.java,MaxPathSum
d:\Sync-New\greenLab\data\rosetta_code_grouped\Mayan-calendar\MayanCalendar.java,Mayan-calendar,FALSE,OK,MayanCalendar.java,MayanCalendar
d:\Sync-New\greenLab\data\rosetta_code_grouped\Mayan-numerals\MayanNumerals.java,Mayan-numerals,FALSE,OK,MayanNumerals.java,MayanNumerals
d:\Sync-New\greenLab\data\rosetta_code_grouped\Maze-generation\MazeGenerator.java,Maze-generation,FALSE,OK,MazeGenerator.java,MazeGenerator
d:\Sync-New\greenLab\data\rosetta_code_grouped\McNuggets-problem\McNuggets.java,McNuggets-problem,FALSE,OK,McNuggets.java,McNuggets
d:\Sync-New\greenLab\data\rosetta_code_grouped\MD4\MD4Task.java,MD4,FALSE,OK,MD4Task.java,MD4Task
d:\Sync-New\greenLab\data\rosetta_code_grouped\MD4\RosettaMD4.java,MD4,FALSE,OK,RosettaMD4.java,RosettaMD4
d:\Sync-New\greenLab\data\rosetta_code_grouped\MD5\Digester.java,MD5,FALSE,OK,Digester.java,Digester
d:\Sync-New\greenLab\data\rosetta_code_grouped\MD5-Implementation\MD5.java,MD5-Implementation,FALSE,OK,MD5.java,MD5
d:\Sync-New\greenLab\data\rosetta_code_grouped\Memory-allocation\NoFinalize.java,Memory-allocation,FALSE,OK,NoFinalize.java,NoFinalize
d:\Sync-New\greenLab\data\rosetta_code_grouped\Memory-layout-of-a-data-structure\MemoryLayoutOfDataStructure.java,Memory-layout-of-a-data-structure,FALSE,OK,MemoryLayoutOfDataStructure.java,MemoryLayoutOfDataStructure
d:\Sync-New\greenLab\data\rosetta_code_grouped\Merge-and-aggregate-datasets\MergeAndAggregateDatasets.java,Merge-and-aggregate-datasets,FALSE,OK,MergeAndAggregateDatasets.java,MergeAndAggregateDatasets
d:\Sync-New\greenLab\data\rosetta_code_grouped\Mertens-function\MertensFunction.java,Mertens-function,FALSE,OK,MertensFunction.java,MertensFunction
d:\Sync-New\greenLab\data\rosetta_code_grouped\Metallic-ratios\MetallicRatios.java,Metallic-ratios,FALSE,OK,MetallicRatios.java,MetallicRatios
d:\Sync-New\greenLab\data\rosetta_code_grouped\Metered-concurrency\CountingSemaphore.java,Metered-concurrency,FALSE,OK,CountingSemaphore.java,CountingSemaphore
d:\Sync-New\greenLab\data\rosetta_code_grouped\Mian-Chowla-sequence\MianChowlaSequence.java,Mian-Chowla-sequence,FALSE,OK,MianChowlaSequence.java,MianChowlaSequence
d:\Sync-New\greenLab\data\rosetta_code_grouped\Middle-three-digits\MiddleThreeDigits.java,Middle-three-digits,FALSE,OK,MiddleThreeDigits.java,MiddleThreeDigits
d:\Sync-New\greenLab\data\rosetta_code_grouped\Mind-boggling-card-trick\MindBogglingCardTrick.java,Mind-boggling-card-trick,FALSE,OK,MindBogglingCardTrick.java,MindBogglingCardTrick
d:\Sync-New\greenLab\data\rosetta_code_grouped\Minimal-steps-down-to-1\MinimalStepsDownToOne.java,Minimal-steps-down-to-1,FALSE,OK,MinimalStepsDownToOne.java,MinimalStepsDownToOne
d:\Sync-New\greenLab\data\rosetta_code_grouped\Minimum-multiple-of-m-where-digital-sum-equals-m\MinimumMultipleDigitSum.java,Minimum-multiple-of-m-where-digital-sum-equals-m,FALSE,OK,MinimumMultipleDigitSum.java,MinimumMultipleDigitSum
d:\Sync-New\greenLab\data\rosetta_code_grouped\Minimum-positive-multiple-in-base-10-using-only-0-and-1\MinimumNumberOnlyZeroAndOne.java,Minimum-positive-multiple-in-base-10-using-only-0-and-1,FALSE,OK,MinimumNumberOnlyZeroAndOne.java,MinimumNumberOnlyZeroAndOne
d:\Sync-New\greenLab\data\rosetta_code_grouped\Minkowski-question-mark-function\MinkowskiQuestionMarkFunction.java,Minkowski-question-mark-function,FALSE,OK,MinkowskiQuestionMarkFunction.java,MinkowskiQuestionMarkFunction
d:\Sync-New\greenLab\data\rosetta_code_grouped\Modified-random-distribution\ModifiedRandomDistribution222.java,Modified-random-distribution,FALSE,OK,ModifiedRandomDistribution222.java,ModifiedRandomDistribution222
d:\Sync-New\greenLab\data\rosetta_code_grouped\Modular-arithmetic\ModularArithmetic.java,Modular-arithmetic,FALSE,OK,ModularArithmetic.java,ModularArithmetic
d:\Sync-New\greenLab\data\rosetta_code_grouped\Modular-exponentiation\PowMod.java,Modular-exponentiation,FALSE,OK,PowMod.java,PowMod
d:\Sync-New\greenLab\data\rosetta_code_grouped\Modular-inverse\ModularInverse.java,Modular-inverse,FALSE,OK,ModularInverse.java,ModularInverse
d:\Sync-New\greenLab\data\rosetta_code_grouped\Monads-List-monad\MonadList.java,Monads-List-monad,FALSE,OK,MonadList.java,MonadList
d:\Sync-New\greenLab\data\rosetta_code_grouped\Monads-Maybe-monad\MonadMaybe.java,Monads-Maybe-monad,FALSE,OK,MonadMaybe.java,MonadMaybe
d:\Sync-New\greenLab\data\rosetta_code_grouped\Monads-Writer-monad\MonadWriter.java,Monads-Writer-monad,FALSE,OK,MonadWriter.java,MonadWriter
d:\Sync-New\greenLab\data\rosetta_code_grouped\Monte-Carlo-methods\MC.java,Monte-Carlo-methods,FALSE,OK,MC.java,MC
d:\Sync-New\greenLab\data\rosetta_code_grouped\Monte-Carlo-methods\MonteCarlo.java,Monte-Carlo-methods,FALSE,OK,MonteCarlo.java,MonteCarlo
d:\Sync-New\greenLab\data\rosetta_code_grouped\Monty-Hall-problem\Monty.java,Monty-Hall-problem,FALSE,OK,Monty.java,Monty
d:\Sync-New\greenLab\data\rosetta_code_grouped\Morse-code\MorseCode.java,Morse-code,FALSE,OK,MorseCode.java,MorseCode
d:\Sync-New\greenLab\data\rosetta_code_grouped\Motzkin-numbers\MotzkinNumbers.java,Motzkin-numbers,FALSE,OK,MotzkinNumbers.java,MotzkinNumbers
d:\Sync-New\greenLab\data\rosetta_code_grouped\Move-to-front-algorithm\MTF.java,Move-to-front-algorithm,FALSE,OK,MTF.java,MTF
d:\Sync-New\greenLab\data\rosetta_code_grouped\Multi-base-primes\MultibasePrimes.java,Multi-base-primes,FALSE,OK,MultibasePrimes.java,MultibasePrimes
d:\Sync-New\greenLab\data\rosetta_code_grouped\Multi-dimensional-array\MultiDimensionalArray.java,Multi-dimensional-array,FALSE,OK,MultiDimensionalArray.java,MultiDimensionalArray
d:\Sync-New\greenLab\data\rosetta_code_grouped\Multifactorial\MultiFact.java,Multifactorial,FALSE,OK,MultiFact.java,MultiFact
d:\Sync-New\greenLab\data\rosetta_code_grouped\Multiple-regression\MultipleRegression.java,Multiple-regression,FALSE,OK,MultipleRegression.java,MultipleRegression
d:\Sync-New\greenLab\data\rosetta_code_grouped\Multiplication-tables\MultiplicationTable.java,Multiplication-tables,FALSE,OK,MultiplicationTable.java,MultiplicationTable
d:\Sync-New\greenLab\data\rosetta_code_grouped\Multiplicative-order\MultiplicativeOrder.java,Multiplicative-order,FALSE,OK,MultiplicativeOrder.java,MultiplicativeOrder
d:\Sync-New\greenLab\data\rosetta_code_grouped\Multisplit\MultiSplit.java,Multisplit,FALSE,OK,MultiSplit.java,MultiSplit
d:\Sync-New\greenLab\data\rosetta_code_grouped\Munchausen-numbers\Main.java,Munchausen-numbers,FALSE,OK,Main.java,Main
d:\Sync-New\greenLab\data\rosetta_code_grouped\Munchausen-numbers\Munchhausen.java,Munchausen-numbers,FALSE,OK,Munchhausen.java,Munchhausen
d:\Sync-New\greenLab\data\rosetta_code_grouped\Musical-scale\MusicalScale.java,Musical-scale,FALSE,OK,MusicalScale.java,MusicalScale
d:\Sync-New\greenLab\data\rosetta_code_grouped\Mutual-recursion\MutualRecursion.java,Mutual-recursion,FALSE,OK,MutualRecursion.java,MutualRecursion
d:\Sync-New\greenLab\data\rosetta_code_grouped\N-queens-problem\NQueens.java,N-queens-problem,FALSE,OK,NQueens.java,NQueens
d:\Sync-New\greenLab\data\rosetta_code_grouped\N-smooth-numbers\NSmoothNumbers.java,N-smooth-numbers,FALSE,OK,NSmoothNumbers.java,NSmoothNumbers
d:\Sync-New\greenLab\data\rosetta_code_grouped\Naming-conventions\NamingConventions.java,Naming-conventions,FALSE,OK,NamingConventions.java,NamingConventions
