Method_name,energy(joules)
VerhoeffAlgorithm.main,0.0
VerhoeffAlgorithm.verhoeffChecksum,0.0
VogelsApproximationMethod.main,0.0
VogelsApproximationMethod.nextCell,0.0
WarGame.Card.toString,0.0
WarGame.declareWinner,0.0
WarGame.gameOver,0.0
WarGame.nextTurn,0.0
WastefulEquidigitalAndFrugalNumbers.Category.values,0.0879
WastefulEquidigitalAndFrugalNumbers.createFactors,3908.0879
WastefulEquidigitalAndFrugalNumbers.digitCount,1453.4854
WastefulEquidigitalAndFrugalNumbers.factorCount,469.0297
WastefulEquidigitalAndFrugalNumbers.lambda.createFactors.3,7.8187
WastefulEquidigitalAndFrugalNumbers.main,1017.9611
WaterBetweenTowers.main,0.0
WeirdNumbers.getProperDivisors,5.9148
WeirdNumbers.isAbundant,1.9744
WeirdNumbers.isSemiPerfect,4022.876
WeirdNumbers.isWeird,0.15
WeirdNumbers.main,2.3304
WheelController.advance,0.0
WheelController.run,0.0
WheelModel.printThePosition,0.0
WieferichPrimes.main,0.0
WieferichPrimes.modpow,0.0
WieferichPrimes.primeSieve,0.0
WilsonPrimes.generatePrimes,0.3336
WilsonPrimes.main,872.2393
WordLadder.distance,26201.9227
WordLadder.lambda.wordLadder.1,16.118
WordLadder.main,8.724
WordLadder.wordLadder,2038.1775
WordWrap.minNumLinesWrap,0.0
XMLParser.main,0.0
XmlCreation.main,0.0
XmlCreationStax.main,0.0
XorShiftStar.main,0.0
XorShiftStar.nextFloat,0.0
YCombinator.lambda.main.3,0.0
YCombinator.main,0.0
YellowstoneSequence.main,0.0
YinYang.lambda.yinYang.12,0.0
YinYang.pixel,0.0
Yuletide.main,0.0
Zebra.PossibleLine.<init>,0.0
Zebra.PossibleLine.common,0.0
Zebra.PossibleLine.getWholeLine,0.0
Zebra.PossibleLine.hashCode,0.0
Zebra.PossibleLines.accepts,0.0
Zebra.PossibleLines.contains,0.0
Zebra.PossibleLines.getSimilarLines,0.0
Zebra.Solver.addPossibleNeighbors,0.0
Zebra.Solver.recursiveSearch,0.0
Zebra.Solver.solve,0.0
Zodiac.main,0.0
ZumkellerNumbers.canPartition,0.0796
ZumkellerNumbers.getDivisors,1977.7623
ZumkellerNumbers.isZumkeller,214.349
ZumkellerNumbers.lambda.isZumkeller.0,0.0823
ZumkellerNumbers.main,9.9364
additivePrimes.digitSum,0.0
additivePrimes.main,0.0
binarytrees_v2.TreeNode_v2.bottomUpTree,3935.2389
binarytrees_v2.TreeNode_v2.itemCheck,1808.2831
binarytrees_v2.main,2.4759
binarytrees_v3.checkTree,1749.8748
binarytrees_v3.createTree,3886.1511
binarytrees_v3.loops,1.5595
binarytrees_v3.main,0.376
binarytrees_v3.trees,0.2764
binarytrees_v4.TreeNode_v4.checkNode,1725.2244
binarytrees_v4.TreeNode_v4.createNode,3512.5635
binarytrees_v4.main,0.0003
binarytrees_v4.runBenchmark,1.7015
binarytrees_v6.TreeNode_v6.ChildTreeNodes,3643.8407
binarytrees_v6.TreeNode_v6.check,1710.6241
binarytrees_v6.main,2.4359
binarytrees_v7.TreeNode_v7.itemCheck,30.6423
binarytrees_v7.bottomUpTree,104.5205
binarytrees_v7.lambda.main.0,0.1174
binarytrees_v7.main,0.146
eulerSopConjecture.main,1056.0223
fannkuchredux_v1.<init>,0.0022
fannkuchredux_v1.countFlips,5978.8877
fannkuchredux_v1.firstPermutation,0.1065
fannkuchredux_v1.main,0.0234
fannkuchredux_v1.nextPermutation,953.718
fannkuchredux_v1.printResult,0.0054
fannkuchredux_v1.run,0.0816
fannkuchredux_v1.runTask,581.0714
fannkuchredux_v2.fannkuch,48432.3975
fannkuchredux_v2.main,0.2489
fannkuchredux_v3.countFlips,34692.9277
fannkuchredux_v3.firstPermutation,0.4115
fannkuchredux_v3.main,0.1409
fannkuchredux_v3.nextPermutation,5225.0344
fannkuchredux_v3.printResult,0.7946
fannkuchredux_v3.run,0.4423
fannkuchredux_v3.runTask,3213.8231
fannkuchredux_v8.fannkuch,57017.612
fannkuchredux_v8.main,0.3023
fasta_v5.AbstractBuffer.<init>,2.1106
fasta_v5.AluBuffer.selectNucleotides,0.367
fasta_v5.Buffer.<init>,3.1562
fasta_v5.Buffer.selectNucleotides,118.182
fasta_v5.NucleotideSelector.<init>,6.49
fasta_v5.NucleotideSelector.put,15.6509
fasta_v5.NucleotideSelector.run,843.8603
fasta_v5.NucleotideSelector.take,142.8038
fasta_v5.bufferFillALU,4.6459
fasta_v5.bufferFillRandom,19.2227
fasta_v5.lineFillALU,0.0898
fasta_v5.lineFillRandom,1847.4643
fasta_v5.main,2.7202
fasta_v5.writeBuffer,0.0825
fasta_v6.AbstractBuffer.<init>,0.4858
fasta_v6.AluBuffer.selectNucleotides,0.086
fasta_v6.IubBuffer.<clinit>,0.0683
fasta_v6.IubBuffer.convert,0.2926
fasta_v6.IubBuffer.selectNucleotides,23.2893
fasta_v6.NucleotideSelector.<init>,2.5912
fasta_v6.NucleotideSelector.put,8.8144
fasta_v6.NucleotideSelector.run,528.4454
fasta_v6.NucleotideSelector.take,44.0567
fasta_v6.SapienBuffer.convert,0.1191
fasta_v6.SapienBuffer.selectNucleotides,26.2745
fasta_v6.StochasticBuffer.<init>,3.7521
fasta_v6.StochasticBuffer.fillRandoms,1396.6071
fasta_v6.bufferFillALU,4.8382
fasta_v6.bufferFillRandom,12.6706
fasta_v6.main,1.8409
mandelbrot_v2.1.run,0.0
mandelbrot_v2.getByte,0.0
mandelbrot_v2.main,1604.2635
mandelbrot_v2.putLine,0.0
mandelbrot_v3.1.<init>,44.0774
mandelbrot_v3.1.run,2597.8666
mandelbrot_v3.Compute,6.31
mandelbrot_v3.main,107.4489
mandelbrot_v4..Lambda.62/0x00007f0e6c00aad8.accept,0.0088
mandelbrot_v4.getByte,2468.6084
mandelbrot_v4.lambda.main.0,17.8051
mandelbrot_v4.main,0.7131
mandelbrot_v6.1.run,0.0
mandelbrot_v6.getByte,0.0
mandelbrot_v6.main,1612.7244
mandelbrot_v6.putLine,0.0
nbody_v1.main,38.9533
nbody_v2.main,37.949
nbody_v3.main,40.2699
nbody_v4.main,396.0702
nbody_v5.NBodySystem_v5.advance,5856.2608
nbody_v5.main,630.3844
nbody_v8.advance,5863.121
nbody_v8.nbody_v8,390.9597
pidigits_v1.main,41.8304
rsaCode.main,964.1359
spectralnorm_v1.A,0.0698
spectralnorm_v1.Approximate,0.3034
spectralnorm_v1.MultiplyAtAv,0.5993
spectralnorm_v1.MultiplyAtv,2303.6168
spectralnorm_v1.MultiplyAv,1431.0503
spectralnorm_v1.main,0.1337
spectralnorm_v2.Approximate.<init>,265.6079
spectralnorm_v2.Approximate.MultiplyAtAv,18.2809
spectralnorm_v2.Approximate.MultiplyAtv,114.3214
spectralnorm_v2.Approximate.MultiplyAv,175.5828
spectralnorm_v2.Approximate.run,0.0
spectralnorm_v2.main,0.1432
spectralnorm_v2.spectralnormGame,33.7117
spectralnorm_v3.Times.<init>,299.803
spectralnorm_v3.Times.run,0.0
spectralnorm_v3.aTimesTransp,326.1708
spectralnorm_v3.main,3.3032
spectralnorm_v8.eval_A_times_u,1406.9254
spectralnorm_v8.eval_AtA_times_u,0.5249
spectralnorm_v8.eval_At_times_u,2282.5742
spectralnorm_v8.main,0.5192
